GEOID,NAME,moe,population,means_transit,med_inc
36047096600,"Census Tract 966, Kings County, New York",10751,NA,NA,66968
36047096800,"Census Tract 968, Kings County, New York",369,1511,NA,NA
36047096800,"Census Tract 968, Kings County, New York",233,NA,655,NA
36047096800,"Census Tract 968, Kings County, New York",15545,NA,NA,91080
36047097000,"Census Tract 970, Kings County, New York",522,2696,NA,NA
36047097000,"Census Tract 970, Kings County, New York",191,NA,1170,NA
36047097000,"Census Tract 970, Kings County, New York",50548,NA,NA,77895
36047097400,"Census Tract 974, Kings County, New York",536,2792,NA,NA
36047097400,"Census Tract 974, Kings County, New York",237,NA,1073,NA
36047097400,"Census Tract 974, Kings County, New York",17732,NA,NA,76767
36047098200,"Census Tract 982, Kings County, New York",827,4526,NA,NA
36047098200,"Census Tract 982, Kings County, New York",328,NA,1247,NA
36047098200,"Census Tract 982, Kings County, New York",2262,NA,NA,22309
36047098400,"Census Tract 984, Kings County, New York",422,2233,NA,NA
36047098400,"Census Tract 984, Kings County, New York",200,NA,1131,NA
36047098400,"Census Tract 984, Kings County, New York",30619,NA,NA,97386
36047098600,"Census Tract 986, Kings County, New York",489,2857,NA,NA
36047098600,"Census Tract 986, Kings County, New York",254,NA,1277,NA
36047098600,"Census Tract 986, Kings County, New York",14640,NA,NA,81369
36047098800,"Census Tract 988, Kings County, New York",534,3348,NA,NA
36047098800,"Census Tract 988, Kings County, New York",301,NA,1497,NA
36047098800,"Census Tract 988, Kings County, New York",15078,NA,NA,83628
36047099000,"Census Tract 990, Kings County, New York",328,1742,NA,NA
36047099000,"Census Tract 990, Kings County, New York",165,NA,798,NA
36047099000,"Census Tract 990, Kings County, New York",20787,NA,NA,77721
36047099200,"Census Tract 992, Kings County, New York",533,2483,NA,NA
36047099200,"Census Tract 992, Kings County, New York",336,NA,1176,NA
36047099200,"Census Tract 992, Kings County, New York",6670,NA,NA,81542
36047099400,"Census Tract 994, Kings County, New York",365,2057,NA,NA
36047099400,"Census Tract 994, Kings County, New York",236,NA,1054,NA
36047099400,"Census Tract 994, Kings County, New York",9712,NA,NA,100266
36047099600,"Census Tract 996, Kings County, New York",821,3496,NA,NA
36047099600,"Census Tract 996, Kings County, New York",329,NA,1413,NA
36047099600,"Census Tract 996, Kings County, New York",18515,NA,NA,65260
36047099800,"Census Tract 998, Kings County, New York",797,4005,NA,NA
36047099800,"Census Tract 998, Kings County, New York",435,NA,1904,NA
36047099800,"Census Tract 998, Kings County, New York",16514,NA,NA,80938
36047100400,"Census Tract 1004, Kings County, New York",473,3004,NA,NA
36047100400,"Census Tract 1004, Kings County, New York",289,NA,1427,NA
36047100400,"Census Tract 1004, Kings County, New York",13504,NA,NA,76207
36047100600,"Census Tract 1006, Kings County, New York",457,2809,NA,NA
36047100600,"Census Tract 1006, Kings County, New York",241,NA,1307,NA
36047100600,"Census Tract 1006, Kings County, New York",28451,NA,NA,96597
36047100800,"Census Tract 1008, Kings County, New York",363,2236,NA,NA
36047100800,"Census Tract 1008, Kings County, New York",203,NA,920,NA
36047100800,"Census Tract 1008, Kings County, New York",18793,NA,NA,84348
36047101000,"Census Tract 1010, Kings County, New York",475,2293,NA,NA
36047101000,"Census Tract 1010, Kings County, New York",175,NA,1096,NA
36047101000,"Census Tract 1010, Kings County, New York",37045,NA,NA,59070
36047101200,"Census Tract 1012, Kings County, New York",415,2324,NA,NA
36047101200,"Census Tract 1012, Kings County, New York",210,NA,1282,NA
36047101200,"Census Tract 1012, Kings County, New York",29030,NA,NA,85556
36047101400,"Census Tract 1014, Kings County, New York",411,2169,NA,NA
36047101400,"Census Tract 1014, Kings County, New York",172,NA,1097,NA
36047101400,"Census Tract 1014, Kings County, New York",15848,NA,NA,86923
36047101600,"Census Tract 1016, Kings County, New York",364,1710,NA,NA
36047101600,"Census Tract 1016, Kings County, New York",170,NA,768,NA
36047101600,"Census Tract 1016, Kings County, New York",38536,NA,NA,106944
36047101800,"Census Tract 1018, Kings County, New York",428,2176,NA,NA
36047101800,"Census Tract 1018, Kings County, New York",232,NA,1026,NA
36047101800,"Census Tract 1018, Kings County, New York",17938,NA,NA,86188
36047102000,"Census Tract 1020, Kings County, New York",502,2261,NA,NA
36047102000,"Census Tract 1020, Kings County, New York",338,NA,1313,NA
36047102000,"Census Tract 1020, Kings County, New York",21384,NA,NA,111767
36047102200,"Census Tract 1022, Kings County, New York",476,2364,NA,NA
36047102200,"Census Tract 1022, Kings County, New York",128,NA,975,NA
36047102200,"Census Tract 1022, Kings County, New York",13800,NA,NA,72273
36047102400,"Census Tract 1024, Kings County, New York",498,2245,NA,NA
36047102400,"Census Tract 1024, Kings County, New York",168,NA,977,NA
36047102400,"Census Tract 1024, Kings County, New York",36371,NA,NA,74643
36047102600,"Census Tract 1026, Kings County, New York",435,3193,NA,NA
36047102600,"Census Tract 1026, Kings County, New York",232,NA,1460,NA
36047102600,"Census Tract 1026, Kings County, New York",18669,NA,NA,100417
36047102801,"Census Tract 1028.01, Kings County, New York",288,1610,NA,NA
36047102801,"Census Tract 1028.01, Kings County, New York",174,NA,873,NA
36047102801,"Census Tract 1028.01, Kings County, New York",14296,NA,NA,86300
36047102802,"Census Tract 1028.02, Kings County, New York",13,0,0,NA
36047102802,"Census Tract 1028.02, Kings County, New York",NA,NA,NA,NA
36047103401,"Census Tract 1034.01, Kings County, New York",707,4379,NA,NA
36047103401,"Census Tract 1034.01, Kings County, New York",256,NA,1147,NA
36047103401,"Census Tract 1034.01, Kings County, New York",8413,NA,NA,17871
36047103402,"Census Tract 1034.02, Kings County, New York",13,0,0,NA
36047103402,"Census Tract 1034.02, Kings County, New York",NA,NA,NA,NA
36047105801,"Census Tract 1058.01, Kings County, New York",749,6094,NA,NA
36047105801,"Census Tract 1058.01, Kings County, New York",397,NA,1823,NA
36047105801,"Census Tract 1058.01, Kings County, New York",7105,NA,NA,19826
36047105804,"Census Tract 1058.04, Kings County, New York",889,6831,NA,NA
36047105804,"Census Tract 1058.04, Kings County, New York",566,NA,2494,NA
36047105804,"Census Tract 1058.04, Kings County, New York",7307,NA,NA,39446
36047107001,"Census Tract 1070.01, Kings County, New York",380,2992,NA,NA
36047107001,"Census Tract 1070.01, Kings County, New York",237,NA,1429,NA
36047107001,"Census Tract 1070.01, Kings County, New York",10565,NA,NA,53073
36047107002,"Census Tract 1070.02, Kings County, New York",13,0,0,NA
36047107002,"Census Tract 1070.02, Kings County, New York",NA,NA,NA,NA
36047107003,"Census Tract 1070.03, Kings County, New York",13,0,0,NA
36047107003,"Census Tract 1070.03, Kings County, New York",NA,NA,NA,NA
36047107800,"Census Tract 1078, Kings County, New York",757,4667,NA,NA
36047107800,"Census Tract 1078, Kings County, New York",440,NA,2148,NA
36047107800,"Census Tract 1078, Kings County, New York",6588,NA,NA,73847
36047109800,"Census Tract 1098, Kings County, New York",563,2460,NA,NA
36047109800,"Census Tract 1098, Kings County, New York",230,NA,893,NA
36047109800,"Census Tract 1098, Kings County, New York",11910,NA,NA,52886
36047110400,"Census Tract 1104, Kings County, New York",996,4811,NA,NA
36047110400,"Census Tract 1104, Kings County, New York",396,NA,1604,NA
36047110400,"Census Tract 1104, Kings County, New York",17824,NA,NA,41949
36047110600,"Census Tract 1106, Kings County, New York",738,4994,NA,NA
36047110600,"Census Tract 1106, Kings County, New York",325,NA,1162,NA
36047110600,"Census Tract 1106, Kings County, New York",8625,NA,NA,28000
36047111000,"Census Tract 1110, Kings County, New York",473,3120,NA,NA
36047111000,"Census Tract 1110, Kings County, New York",226,NA,976,NA
36047111000,"Census Tract 1110, Kings County, New York",5929,NA,NA,28365
36047111600,"Census Tract 1116, Kings County, New York",803,3617,NA,NA
36047111600,"Census Tract 1116, Kings County, New York",403,NA,1574,NA
36047111600,"Census Tract 1116, Kings County, New York",19539,NA,NA,72472
36047111800,"Census Tract 1118, Kings County, New York",956,3953,NA,NA
36047111800,"Census Tract 1118, Kings County, New York",290,NA,1315,NA
36047111800,"Census Tract 1118, Kings County, New York",30405,NA,NA,75299
36047112000,"Census Tract 1120, Kings County, New York",671,3353,NA,NA
36047112000,"Census Tract 1120, Kings County, New York",386,NA,1350,NA
36047112000,"Census Tract 1120, Kings County, New York",31038,NA,NA,54706
36047112200,"Census Tract 1122, Kings County, New York",588,2946,NA,NA
36047112200,"Census Tract 1122, Kings County, New York",243,NA,1121,NA
36047112200,"Census Tract 1122, Kings County, New York",16757,NA,NA,22734
36047112400,"Census Tract 1124, Kings County, New York",704,3938,NA,NA
36047112400,"Census Tract 1124, Kings County, New York",392,NA,1586,NA
36047112400,"Census Tract 1124, Kings County, New York",20105,NA,NA,44875
36047112600,"Census Tract 1126, Kings County, New York",825,4029,NA,NA
36047112600,"Census Tract 1126, Kings County, New York",450,NA,1712,NA
36047112600,"Census Tract 1126, Kings County, New York",27543,NA,NA,49311
36047112800,"Census Tract 1128, Kings County, New York",1031,4024,NA,NA
36047112800,"Census Tract 1128, Kings County, New York",304,NA,1150,NA
36047112800,"Census Tract 1128, Kings County, New York",24917,NA,NA,40063
36047113000,"Census Tract 1130, Kings County, New York",773,4087,NA,NA
36047113000,"Census Tract 1130, Kings County, New York",339,NA,1544,NA
36047113000,"Census Tract 1130, Kings County, New York",12191,NA,NA,47700
36047113200,"Census Tract 1132, Kings County, New York",469,2315,NA,NA
36047113200,"Census Tract 1132, Kings County, New York",164,NA,983,NA
36047113200,"Census Tract 1132, Kings County, New York",7313,NA,NA,50149
36047113400,"Census Tract 1134, Kings County, New York",602,2566,NA,NA
36047113400,"Census Tract 1134, Kings County, New York",220,NA,624,NA
36047113400,"Census Tract 1134, Kings County, New York",15307,NA,NA,27059
36047114201,"Census Tract 1142.01, Kings County, New York",364,1497,NA,NA
36047114201,"Census Tract 1142.01, Kings County, New York",193,NA,624,NA
36047114201,"Census Tract 1142.01, Kings County, New York",NA,NA,NA,NA
36047114202,"Census Tract 1142.02, Kings County, New York",598,3001,NA,NA
36047114202,"Census Tract 1142.02, Kings County, New York",258,NA,1107,NA
36047114202,"Census Tract 1142.02, Kings County, New York",25278,NA,NA,58576
36047114400,"Census Tract 1144, Kings County, New York",522,2849,NA,NA
36047114400,"Census Tract 1144, Kings County, New York",251,NA,1076,NA
36047114400,"Census Tract 1144, Kings County, New York",7390,NA,NA,72711
36047114600,"Census Tract 1146, Kings County, New York",847,3119,NA,NA
36047114600,"Census Tract 1146, Kings County, New York",295,NA,1240,NA
36047114600,"Census Tract 1146, Kings County, New York",6693,NA,NA,35464
36047115000,"Census Tract 1150, Kings County, New York",758,2839,NA,NA
36047115000,"Census Tract 1150, Kings County, New York",235,NA,1077,NA
36047115000,"Census Tract 1150, Kings County, New York",6930,NA,NA,63106
36047115200,"Census Tract 1152, Kings County, New York",803,3664,NA,NA
36047115200,"Census Tract 1152, Kings County, New York",342,NA,1314,NA
36047115200,"Census Tract 1152, Kings County, New York",11976,NA,NA,48894
36047115600,"Census Tract 1156, Kings County, New York",596,4320,NA,NA
36047115600,"Census Tract 1156, Kings County, New York",353,NA,1464,NA
36047115600,"Census Tract 1156, Kings County, New York",8258,NA,NA,25842
36047115800,"Census Tract 1158, Kings County, New York",667,3020,NA,NA
36047115800,"Census Tract 1158, Kings County, New York",251,NA,1218,NA
36047115800,"Census Tract 1158, Kings County, New York",31685,NA,NA,57617
36047116000,"Census Tract 1160, Kings County, New York",591,2781,NA,NA
36047116000,"Census Tract 1160, Kings County, New York",290,NA,1043,NA
36047116000,"Census Tract 1160, Kings County, New York",15161,NA,NA,41724
36047116200,"Census Tract 1162, Kings County, New York",645,2728,NA,NA
36047116200,"Census Tract 1162, Kings County, New York",244,NA,957,NA
36047116200,"Census Tract 1162, Kings County, New York",16897,NA,NA,54097
36047116400,"Census Tract 1164, Kings County, New York",836,4063,NA,NA
36047116400,"Census Tract 1164, Kings County, New York",575,NA,1598,NA
36047116400,"Census Tract 1164, Kings County, New York",12007,NA,NA,60137
36047116600,"Census Tract 1166, Kings County, New York",712,3028,NA,NA
36047116600,"Census Tract 1166, Kings County, New York",344,NA,1353,NA
36047116600,"Census Tract 1166, Kings County, New York",26746,NA,NA,51477
36047116800,"Census Tract 1168, Kings County, New York",491,2538,NA,NA
36047116800,"Census Tract 1168, Kings County, New York",215,NA,1069,NA
36047116800,"Census Tract 1168, Kings County, New York",14462,NA,NA,61121
36047117000,"Census Tract 1170, Kings County, New York",554,1914,NA,NA
36047117000,"Census Tract 1170, Kings County, New York",127,NA,545,NA
36047117000,"Census Tract 1170, Kings County, New York",NA,NA,NA,NA
36047117201,"Census Tract 1172.01, Kings County, New York",376,2427,NA,NA
36047117201,"Census Tract 1172.01, Kings County, New York",186,NA,975,NA
36047117201,"Census Tract 1172.01, Kings County, New York",14976,NA,NA,56906
36047117202,"Census Tract 1172.02, Kings County, New York",1268,4492,NA,NA
36047117202,"Census Tract 1172.02, Kings County, New York",579,NA,2153,NA
36047117202,"Census Tract 1172.02, Kings County, New York",30139,NA,NA,67929
36047117400,"Census Tract 1174, Kings County, New York",771,3919,NA,NA
36047117400,"Census Tract 1174, Kings County, New York",468,NA,1819,NA
36047117400,"Census Tract 1174, Kings County, New York",NA,NA,NA,NA
36047117601,"Census Tract 1176.01, Kings County, New York",711,3333,NA,NA
36047117601,"Census Tract 1176.01, Kings County, New York",488,NA,1613,NA
36047117601,"Census Tract 1176.01, Kings County, New York",20257,NA,NA,54167
36047117602,"Census Tract 1176.02, Kings County, New York",546,2782,NA,NA
36047117602,"Census Tract 1176.02, Kings County, New York",306,NA,1243,NA
36047117602,"Census Tract 1176.02, Kings County, New York",4397,NA,NA,53444
36047117800,"Census Tract 1178, Kings County, New York",521,1924,NA,NA
36047117800,"Census Tract 1178, Kings County, New York",145,NA,643,NA
36047117800,"Census Tract 1178, Kings County, New York",15771,NA,NA,49423
36047118000,"Census Tract 1180, Kings County, New York",13,0,0,NA
36047118000,"Census Tract 1180, Kings County, New York",NA,NA,NA,NA
36047118201,"Census Tract 1182.01, Kings County, New York",680,3329,NA,NA
36047118201,"Census Tract 1182.01, Kings County, New York",337,NA,1431,NA
36047118201,"Census Tract 1182.01, Kings County, New York",19104,NA,NA,72098
36047118202,"Census Tract 1182.02, Kings County, New York",659,3581,NA,NA
36047118202,"Census Tract 1182.02, Kings County, New York",279,NA,1480,NA
36047118202,"Census Tract 1182.02, Kings County, New York",31670,NA,NA,60438
36047118400,"Census Tract 1184, Kings County, New York",846,4899,NA,NA
36047118400,"Census Tract 1184, Kings County, New York",522,NA,2323,NA
36047118400,"Census Tract 1184, Kings County, New York",9630,NA,NA,66408
36047118600,"Census Tract 1186, Kings County, New York",699,3516,NA,NA
36047118600,"Census Tract 1186, Kings County, New York",250,NA,1322,NA
36047118600,"Census Tract 1186, Kings County, New York",19808,NA,NA,75583
36047118800,"Census Tract 1188, Kings County, New York",813,4814,NA,NA
36047118800,"Census Tract 1188, Kings County, New York",474,NA,1994,NA
36047118800,"Census Tract 1188, Kings County, New York",17744,NA,NA,59112
36047119000,"Census Tract 1190, Kings County, New York",508,2372,NA,NA
36047119000,"Census Tract 1190, Kings County, New York",200,NA,803,NA
36047119000,"Census Tract 1190, Kings County, New York",25269,NA,NA,48375
36047119200,"Census Tract 1192, Kings County, New York",777,3421,NA,NA
36047119200,"Census Tract 1192, Kings County, New York",430,NA,1502,NA
36047119200,"Census Tract 1192, Kings County, New York",59465,NA,NA,85071
36047119400,"Census Tract 1194, Kings County, New York",1215,5898,NA,NA
36047119400,"Census Tract 1194, Kings County, New York",446,NA,1894,NA
36047119400,"Census Tract 1194, Kings County, New York",13199,NA,NA,55788
36047119600,"Census Tract 1196, Kings County, New York",787,5099,NA,NA
36047119600,"Census Tract 1196, Kings County, New York",382,NA,2368,NA
36047119600,"Census Tract 1196, Kings County, New York",5139,NA,NA,43916
36047119800,"Census Tract 1198, Kings County, New York",789,3664,NA,NA
36047119800,"Census Tract 1198, Kings County, New York",376,NA,1358,NA
36047119800,"Census Tract 1198, Kings County, New York",8896,NA,NA,38854
36047120000,"Census Tract 1200, Kings County, New York",517,2769,NA,NA
36047120000,"Census Tract 1200, Kings County, New York",411,NA,1083,NA
36047120000,"Census Tract 1200, Kings County, New York",21052,NA,NA,34522
36047120200,"Census Tract 1202, Kings County, New York",372,2160,NA,NA
36047120200,"Census Tract 1202, Kings County, New York",207,NA,681,NA
36047120200,"Census Tract 1202, Kings County, New York",39866,NA,NA,80170
36047120801,"Census Tract 1208.01, Kings County, New York",1458,5672,NA,NA
36047120801,"Census Tract 1208.01, Kings County, New York",552,NA,2153,NA
36047120801,"Census Tract 1208.01, Kings County, New York",65806,NA,NA,69235
36047120802,"Census Tract 1208.02, Kings County, New York",1309,4556,NA,NA
36047120802,"Census Tract 1208.02, Kings County, New York",464,NA,1529,NA
36047120802,"Census Tract 1208.02, Kings County, New York",3983,NA,NA,30707
36047120803,"Census Tract 1208.03, Kings County, New York",290,1916,NA,NA
36047120803,"Census Tract 1208.03, Kings County, New York",331,NA,910,NA
36047120803,"Census Tract 1208.03, Kings County, New York",604,NA,NA,29331
36047121000,"Census Tract 1210, Kings County, New York",766,4237,NA,NA
36047121000,"Census Tract 1210, Kings County, New York",213,NA,865,NA
36047121000,"Census Tract 1210, Kings County, New York",7018,NA,NA,14494
36047121400,"Census Tract 1214, Kings County, New York",768,4720,NA,NA
36047121400,"Census Tract 1214, Kings County, New York",200,NA,1086,NA
36047121400,"Census Tract 1214, Kings County, New York",5215,NA,NA,20600
36047122000,"Census Tract 1220, Kings County, New York",992,6741,NA,NA
36047122000,"Census Tract 1220, Kings County, New York",506,NA,2632,NA
36047122000,"Census Tract 1220, Kings County, New York",14007,NA,NA,48036
36047123700,"Census Tract 1237, Kings County, New York",1513,8372,NA,NA
36047123700,"Census Tract 1237, Kings County, New York",351,NA,1644,NA
36047123700,"Census Tract 1237, Kings County, New York",8380,NA,NA,45333
36047150200,"Census Tract 1502, Kings County, New York",459,2807,NA,NA
36047150200,"Census Tract 1502, Kings County, New York",247,NA,1259,NA
36047150200,"Census Tract 1502, Kings County, New York",34313,NA,NA,112228
36047152200,"Census Tract 1522, Kings County, New York",661,3578,NA,NA
36047152200,"Census Tract 1522, Kings County, New York",556,NA,2011,NA
36047152200,"Census Tract 1522, Kings County, New York",94701,NA,NA,205227
36047990100,"Census Tract 9901, Kings County, New York",13,0,0,NA
36047990100,"Census Tract 9901, Kings County, New York",NA,NA,NA,NA
36061000100,"Census Tract 1, New York County, New York",13,0,0,NA
36061000100,"Census Tract 1, New York County, New York",NA,NA,NA,NA
36061000201,"Census Tract 2.01, New York County, New York",1385,2740,NA,NA
36061000201,"Census Tract 2.01, New York County, New York",196,NA,713,NA
36061000201,"Census Tract 2.01, New York County, New York",18432,NA,NA,32286
36061000202,"Census Tract 2.02, New York County, New York",771,6789,NA,NA
36061000202,"Census Tract 2.02, New York County, New York",696,NA,2583,NA
36061000202,"Census Tract 2.02, New York County, New York",7207,NA,NA,31806
36061000500,"Census Tract 5, New York County, New York",13,0,0,NA
36061000500,"Census Tract 5, New York County, New York",NA,NA,NA,NA
36061000600,"Census Tract 6, New York County, New York",1247,10732,NA,NA
36061000600,"Census Tract 6, New York County, New York",728,NA,3281,NA
36061000600,"Census Tract 6, New York County, New York",8736,NA,NA,19692
36061000700,"Census Tract 7, New York County, New York",993,8653,NA,NA
36061000700,"Census Tract 7, New York County, New York",794,NA,6885,NA
36061000700,"Census Tract 7, New York County, New York",24210,NA,NA,193276
36061000800,"Census Tract 8, New York County, New York",1146,9189,NA,NA
36061000800,"Census Tract 8, New York County, New York",561,NA,3578,NA
36061000800,"Census Tract 8, New York County, New York",9995,NA,NA,28269
36061000900,"Census Tract 9, New York County, New York",343,1906,NA,NA
36061000900,"Census Tract 9, New York County, New York",301,NA,1424,NA
36061000900,"Census Tract 9, New York County, New York",67056,NA,NA,208438
36061001001,"Census Tract 10.01, New York County, New York",235,1615,NA,NA
36061001001,"Census Tract 10.01, New York County, New York",121,NA,846,NA
36061001001,"Census Tract 10.01, New York County, New York",13095,NA,NA,101893
36061001002,"Census Tract 10.02, New York County, New York",1052,5520,NA,NA
36061001002,"Census Tract 10.02, New York County, New York",461,NA,1775,NA
36061001002,"Census Tract 10.02, New York County, New York",4516,NA,NA,22183
36061001200,"Census Tract 12, New York County, New York",506,4372,NA,NA
36061001200,"Census Tract 12, New York County, New York",260,NA,1781,NA
36061001200,"Census Tract 12, New York County, New York",33044,NA,NA,83669
36061001300,"Census Tract 13, New York County, New York",728,4844,NA,NA
36061001300,"Census Tract 13, New York County, New York",480,NA,3302,NA
36061001300,"Census Tract 13, New York County, New York",22753,NA,NA,193065
36061001401,"Census Tract 14.01, New York County, New York",533,3071,NA,NA
36061001401,"Census Tract 14.01, New York County, New York",274,NA,1544,NA
36061001401,"Census Tract 14.01, New York County, New York",27174,NA,NA,95515
36061001402,"Census Tract 14.02, New York County, New York",607,3133,NA,NA
36061001402,"Census Tract 14.02, New York County, New York",364,NA,1689,NA
36061001402,"Census Tract 14.02, New York County, New York",26727,NA,NA,33793
36061001501,"Census Tract 15.01, New York County, New York",1661,7749,NA,NA
36061001501,"Census Tract 15.01, New York County, New York",770,NA,3613,NA
36061001501,"Census Tract 15.01, New York County, New York",14629,NA,NA,109832
36061001502,"Census Tract 15.02, New York County, New York",993,8133,NA,NA
36061001502,"Census Tract 15.02, New York County, New York",807,NA,6167,NA
36061001502,"Census Tract 15.02, New York County, New York",42017,NA,NA,197993
36061001600,"Census Tract 16, New York County, New York",1138,8133,NA,NA
36061001600,"Census Tract 16, New York County, New York",613,NA,3724,NA
36061001600,"Census Tract 16, New York County, New York",31261,NA,NA,41583
36061001800,"Census Tract 18, New York County, New York",880,7271,NA,NA
36061001800,"Census Tract 18, New York County, New York",647,NA,3967,NA
36061001800,"Census Tract 18, New York County, New York",17487,NA,NA,71567
36061002000,"Census Tract 20, New York County, New York",729,5015,NA,NA
36061002000,"Census Tract 20, New York County, New York",275,NA,1245,NA
36061002000,"Census Tract 20, New York County, New York",4576,NA,NA,25833
36061002100,"Census Tract 21, New York County, New York",1020,7379,NA,NA
36061002100,"Census Tract 21, New York County, New York",711,NA,4354,NA
36061002100,"Census Tract 21, New York County, New York",NA,NA,NA,250001
36061002201,"Census Tract 22.01, New York County, New York",864,6689,NA,NA
36061002201,"Census Tract 22.01, New York County, New York",519,NA,2538,NA
36061002201,"Census Tract 22.01, New York County, New York",6158,NA,NA,26021
36061002202,"Census Tract 22.02, New York County, New York",536,2422,NA,NA
36061002202,"Census Tract 22.02, New York County, New York",499,NA,1571,NA
36061002202,"Census Tract 22.02, New York County, New York",23154,NA,NA,114676
36061002400,"Census Tract 24, New York County, New York",759,4385,NA,NA
36061002400,"Census Tract 24, New York County, New York",283,NA,956,NA
36061002400,"Census Tract 24, New York County, New York",4549,NA,NA,14533
36061002500,"Census Tract 25, New York County, New York",907,5289,NA,NA
36061002500,"Census Tract 25, New York County, New York",229,NA,1170,NA
36061002500,"Census Tract 25, New York County, New York",3557,NA,NA,21381
36061002601,"Census Tract 26.01, New York County, New York",772,4171,NA,NA
36061002601,"Census Tract 26.01, New York County, New York",319,NA,1691,NA
36061002601,"Census Tract 26.01, New York County, New York",21998,NA,NA,32727
36061002602,"Census Tract 26.02, New York County, New York",558,3683,NA,NA
36061002602,"Census Tract 26.02, New York County, New York",455,NA,2351,NA
36061002602,"Census Tract 26.02, New York County, New York",23736,NA,NA,68537
36061002700,"Census Tract 27, New York County, New York",353,1253,NA,NA
36061002700,"Census Tract 27, New York County, New York",97,NA,455,NA
36061002700,"Census Tract 27, New York County, New York",64005,NA,NA,107031
36061002800,"Census Tract 28, New York County, New York",901,6483,NA,NA
36061002800,"Census Tract 28, New York County, New York",803,NA,3478,NA
36061002800,"Census Tract 28, New York County, New York",12713,NA,NA,52448
36061002901,"Census Tract 29.01, New York County, New York",541,1453,NA,NA
36061002901,"Census Tract 29.01, New York County, New York",13,NA,0,NA
36061002901,"Census Tract 29.01, New York County, New York",NA,NA,NA,NA
36061002902,"Census Tract 29.02, New York County, New York",745,4197,NA,NA
36061002902,"Census Tract 29.02, New York County, New York",367,NA,1546,NA
36061002902,"Census Tract 29.02, New York County, New York",15876,NA,NA,28615
36061003001,"Census Tract 30.01, New York County, New York",629,3718,NA,NA
36061003001,"Census Tract 30.01, New York County, New York",457,NA,2594,NA
36061003001,"Census Tract 30.01, New York County, New York",21877,NA,NA,78935
36061003002,"Census Tract 30.02, New York County, New York",334,3126,NA,NA
36061003002,"Census Tract 30.02, New York County, New York",239,NA,1744,NA
36061003002,"Census Tract 30.02, New York County, New York",19994,NA,NA,73607
36061003100,"Census Tract 31, New York County, New York",337,2684,NA,NA
36061003100,"Census Tract 31, New York County, New York",248,NA,1089,NA
36061003100,"Census Tract 31, New York County, New York",37499,NA,NA,193667
36061003200,"Census Tract 32, New York County, New York",1339,8000,NA,NA
36061003200,"Census Tract 32, New York County, New York",672,NA,4504,NA
36061003200,"Census Tract 32, New York County, New York",13187,NA,NA,82984
36061003300,"Census Tract 33, New York County, New York",854,5647,NA,NA
36061003300,"Census Tract 33, New York County, New York",608,NA,3323,NA
36061003300,"Census Tract 33, New York County, New York",NA,NA,NA,250001
36061003400,"Census Tract 34, New York County, New York",1078,6981,NA,NA
36061003400,"Census Tract 34, New York County, New York",935,NA,4713,NA
36061003400,"Census Tract 34, New York County, New York",26554,NA,NA,92569
36061003601,"Census Tract 36.01, New York County, New York",389,2940,NA,NA
36061003601,"Census Tract 36.01, New York County, New York",334,NA,1514,NA
36061003601,"Census Tract 36.01, New York County, New York",15883,NA,NA,44193
36061003602,"Census Tract 36.02, New York County, New York",545,3561,NA,NA
36061003602,"Census Tract 36.02, New York County, New York",298,NA,1915,NA
36061003602,"Census Tract 36.02, New York County, New York",48528,NA,NA,130924
36061003700,"Census Tract 37, New York County, New York",636,3338,NA,NA
36061003700,"Census Tract 37, New York County, New York",576,NA,2322,NA
36061003700,"Census Tract 37, New York County, New York",96997,NA,NA,211979
36061003800,"Census Tract 38, New York County, New York",1205,8137,NA,NA
36061003800,"Census Tract 38, New York County, New York",1083,NA,5352,NA
36061003800,"Census Tract 38, New York County, New York",9720,NA,NA,72736
36061003900,"Census Tract 39, New York County, New York",1198,6830,NA,NA
36061003900,"Census Tract 39, New York County, New York",689,NA,3370,NA
36061003900,"Census Tract 39, New York County, New York",125111,NA,NA,190563
36061004001,"Census Tract 40.01, New York County, New York",484,3004,NA,NA
36061004001,"Census Tract 40.01, New York County, New York",462,NA,2077,NA
36061004001,"Census Tract 40.01, New York County, New York",32963,NA,NA,111985
36061004002,"Census Tract 40.02, New York County, New York",1788,6135,NA,NA
36061004002,"Census Tract 40.02, New York County, New York",1195,NA,3245,NA
36061004002,"Census Tract 40.02, New York County, New York",53132,NA,NA,139865
36061004100,"Census Tract 41, New York County, New York",1546,7854,NA,NA
36061004100,"Census Tract 41, New York County, New York",672,NA,4494,NA
36061004100,"Census Tract 41, New York County, New York",24020,NA,NA,97287
36061004200,"Census Tract 42, New York County, New York",495,5347,NA,NA
36061004200,"Census Tract 42, New York County, New York",306,NA,1571,NA
36061004200,"Census Tract 42, New York County, New York",45026,NA,NA,128578
36061004300,"Census Tract 43, New York County, New York",573,3788,NA,NA
36061004300,"Census Tract 43, New York County, New York",520,NA,2597,NA
36061004300,"Census Tract 43, New York County, New York",39651,NA,NA,102763
36061004400,"Census Tract 44, New York County, New York",1907,16629,NA,NA
36061004400,"Census Tract 44, New York County, New York",1494,NA,9822,NA
36061004400,"Census Tract 44, New York County, New York",27330,NA,NA,125895
36061004500,"Census Tract 45, New York County, New York",219,1189,NA,NA
36061004500,"Census Tract 45, New York County, New York",117,NA,543,NA
36061004500,"Census Tract 45, New York County, New York",65051,NA,NA,145370
